"Community","ModelSeropos","CILow","CIHigh","Month_num"
"Truro",0.015315471460201,0.000109675867882751,0.0671456597240608,1
"Tyngsborough",0.00959750149569378,8.4247706824363e-05,0.0410849862189623,1
"Tyringham",0.0183224603354802,9.99664467393201e-05,0.0810654631900584,1
"Upton",0.0177510132027466,0.000117311963535108,0.0687206721371546,1
"Uxbridge",0.0081785729717794,7.45680368425075e-05,0.0343947579642791,1
"Wakefield",0.00579753220580945,6.9056474327163e-05,0.0255868509940034,1
"Wales",0.0139675934493026,0.000114519044401673,0.0630989177337837,1
"Walpole",0.0102606360241657,0.000104219953367529,0.0449631533888537,1
"Waltham",0.0805024617555735,0.0024416102857106,0.279321371262705,1
"Ware",0.00976831855345111,8.97508529343162e-05,0.0414290547351171,1
"Wareham",0.00727090026370552,7.14762534415305e-05,0.0304790356229456,1
"Warren",0.0136752940314729,0.000107647777074508,0.0585985514149032,1
"Warwick",0.0173494332287838,9.35567381885598e-05,0.0782437602058797,1
"Watertown",0.0115315950210853,0.000121612241671997,0.0470147448618166,1
"Wayland",0.0156162630917228,0.000114284676058275,0.0662800413919856,1
"Webster",0.00882946829961835,8.83503361371197e-05,0.0382993063844276,1
"Wellesley",0.0101348247255091,9.86645498810217e-05,0.0424059755455373,1
"Wellfleet",0.0157987610422247,9.73095306257835e-05,0.067309070987852,1
"Wendell",0.0197263958429058,9.62577793050878e-05,0.0791427312529948,1
"Wenham",0.0141429819634148,8.13269879840546e-05,0.0639711954707115,1
"West Boylston",0.0104050003951796,8.982871819863e-05,0.0433123983120058,1
"West Bridgewater",0.0113116362244773,9.56215862474129e-05,0.0478725396324966,1
"West Brookfield",0.0129065959458757,0.000102165731594567,0.0536083086986593,1
"West Newbury",0.0134063056708685,9.67746960274679e-05,0.0592681633786719,1
"West Springfield",0.0116754077499327,0.0001323411926116,0.0477354693247688,1
"West Stockbridge",0.0174478962851389,0.000107294694351857,0.0710446406750562,1
"West Tisbury",0.0147823143581051,0.000117330101722321,0.0661100961979777,1
"Westborough",0.0499092760638396,0.000554789957726041,0.190105092441501,1
"Westfield",0.0152511884163116,0.000154489036032505,0.0635415014301805,1
"Westford",0.0120691735920689,0.000102640240732694,0.0516980277141461,1
"Westminster",0.0107630661166885,8.62839827825213e-05,0.0516402771438756,1
"Weston",0.0114556862823833,8.11581228917741e-05,0.0485868570446263,1
"Westport",0.109486498140042,0.00220054327355811,0.410107459066846,1
"Westwood",0.0106646313762566,8.53930807402219e-05,0.0467365857972863,1
"Weymouth",0.012081398508905,0.000137438380100289,0.0481470089458411,1
"Whately",0.0171628739719819,0.000113285277775466,0.0698240455395703,1
"Whitman",0.00921907141589008,8.09520337088562e-05,0.0387581185828741,1
"Wilbraham",0.00827717648568425,7.70573899176661e-05,0.0356384541909269,1
"Williamsburg",0.0148055853279571,0.000125323077252469,0.0643164867683498,1
"Williamstown",0.0151045564692219,0.000105835725690324,0.0679819715344394,1
"Wilmington",0.0134147419406056,0.00011676586759328,0.055345008502315,1
"Winchendon",0.00947374080106517,7.33914655742512e-05,0.0421759349194431,1
"Winchester",0.010705685988229,0.00010453473767986,0.0463675576092858,1
"Windsor",0.0189111460112422,0.000114186334980469,0.0793186844999246,1
"Winthrop",0.00723839424978211,7.07331919794087e-05,0.0294652789436622,1
"Woburn",0.00703081345937107,9.05437145049049e-05,0.0275151124459677,1
"Worcester",0.0529090903813367,0.00167091630117465,0.1860430625395,1
"Worthington",0.0182083297528574,9.37977934383469e-05,0.0764094894081446,1
"Wrentham",0.0104843061497292,9.70525559370804e-05,0.0447304828135232,1
"Yarmouth",0.0099917688555037,9.66897880546755e-05,0.0392947207917791,1
"Abington",0.0138139801204235,0.000202209883438938,0.053707670329994,2
"Acton",0.0172514667308685,0.000256743063156458,0.063622282256921,2
"Acushnet",0.0131282049392219,0.000202728606213548,0.0567641298170264,2
"Adams",0.0151626942263249,0.000224338910645663,0.0606536127686969,2
"Agawam",0.0310657876409588,0.000670615253056151,0.12173890080786,2
"Amesbury",0.0155858567768382,0.000262866417756876,0.0607127809842845,2
"Amherst",0.0399652252646316,0.000501860130882256,0.175349216690724,2
"Andover",0.0229964499895468,0.000474156818361292,0.0920071888522772,2
"Arlington",0.0114313569473786,0.000207988898248224,0.0449731178721292,2
"Ashburnham",0.0173115446957197,0.000208017088947176,0.0694874051685239,2
"Ashby",0.0237388444792956,0.000231217988020812,0.111020906323544,2
"Ashfield",0.0231407288854614,0.0003189174284596,0.095030811382178,2
"Ashland",0.0106796462401545,0.000204903485887353,0.0417634089382567,2
"Athol",0.011669843399582,0.000183879901825527,0.0472092768504294,2
"Attleboro",0.033009408759144,0.000793788954348381,0.127018231743953,2
"Auburn",0.0362201451657137,0.000432563736247021,0.149301721266215,2
"Avon",0.0187951515245085,0.000237590029758441,0.0806331282978946,2
"Ayer",0.0160387775042456,0.000216539758879263,0.0673391659627047,2
"Barnstable",0.0173693166567667,0.000303340455830601,0.0720048530360958,2
"Barre",0.0156062784307809,0.000177943602757938,0.0611624275560149,2
"Becket",0.0205266218827499,0.000212811809075964,0.0901726322008724,2
"Bedford",0.0207729854072208,0.000265876886075382,0.0855770864765977,2
"Belchertown",0.0349040248593968,0.000482366051830937,0.138722768092619,2
"Bellingham",0.0110152050922317,0.000157893132983768,0.0437774655256276,2
"Belmont",0.0128993674267255,0.000182257669877362,0.0532076621974102,2
"Berkley",0.0316602954227913,0.000381534444730403,0.134749329065006,2
"Berlin",0.0284110838598608,0.000230997318830806,0.118198567260143,2
"Bernardston",0.0240449185764794,0.000221170755612141,0.101366047376668,2
"Beverly",0.0308882280794373,0.00079553854610518,0.11030079337349,2
"Billerica",0.0464410130326188,0.00159533329019782,0.158688629044006,2
"Blackstone",0.0129597719433668,0.000179944430568952,0.0514300774940807,2
"Blandford",0.0231440425870209,0.000245677107219046,0.0982168447987582,2
"Bolton",0.0172395618908424,0.000221413452913226,0.0716844392363075,2
"Boston",0.067834212622403,0.00445161883036577,0.213121542508086,2
"Bourne",0.0174479388318958,0.00022395506612812,0.0732920516409313,2
"Boxborough",0.0161629776381676,0.00020799116724431,0.0668676705247413,2
"Boxford",0.0219511874953924,0.000310078712441653,0.0898987021617817,2
"Boylston",0.0293309336276362,0.000304594091140935,0.114695764746607,2
"Braintree",0.0242710641333685,0.000390825575348792,0.0963333550989436,2
"Brewster",0.0200694219996801,0.000212518556402335,0.0811125688354244,2
"Bridgewater",0.0120581745418212,0.000210452497455772,0.052507174842281,2
"Brimfield",0.0186383195252068,0.000189789153247455,0.0794672274634223,2
"Brockton",0.152507155506932,0.0100139086725655,0.473873447198628,2
"Brookfield",0.020053978422508,0.000221767355095211,0.0852383991130544,2
"Brookline",0.0075725961631916,0.000130677796046758,0.0301156510923171,2
"Burlington",0.0151084065389257,0.000254289980203411,0.0616065303173459,2
"Cambridge",0.017174145221604,0.000475785481474207,0.0623703853382704,2
"Canton",0.0101767657296461,0.000188816466675797,0.0444652950047111,2
"Carlisle",0.0181169384983125,0.000217262405559535,0.075035542115418,2
"Carver",0.0245781340519576,0.000267823448367196,0.0986462391337723,2
"Charlemont",0.0254938600019411,0.000217372073721544,0.103590817878094,2
"Charlton",0.0214300689211325,0.000260512352659459,0.0897494964173652,2
"Chatham",0.0370319333167573,0.00041587400584728,0.157875916750905,2
"Chelmsford",0.0120796465103353,0.000260700593546169,0.0466141751426602,2
"Chelsea",0.280608566372177,0.0184441003948489,0.882872915190333,2
